2020-01-11 05:03:51,"b""So I managed to kill Shara Ishvalda with a claw attack, that's actually kinda funny considering it does like five d\xe2\x80\xa6 https://t.co/sioKI4EaOp"""
2020-01-11 04:58:11,b'Shara Ishvalda is personally victimizing me and hurting my feelings'
2020-01-11 04:54:16,b'RT @BABYNIYAGO: \xe2\x80\x94\xe2\x80\xa2 \xf0\x9d\x90\xb5\xf0\x9d\x91\x92\xf0\x9d\x91\x8e\xf0\x9d\x91\xa2\xf0\x9d\x91\xa1\xf0\x9d\x91\xa6 \xf0\x9d\x91\x8e\xf0\x9d\x91\x9b\xf0\x9d\x91\x91 \xf0\x9d\x91\xa1\xe2\x84\x8e\xf0\x9d\x91\x92 \xf0\x9d\x90\xb5\xf0\x9d\x91\x96\xf0\x9d\x91\xa1\xf0\x9d\x91\x90\xe2\x84\x8e \xe2\x80\xa2\xe2\x80\x94\n\na kathryn-nadine social serye wherein Shara (kb) just came from a break up. while Coleen (nl) i\xe2\x80\xa6'
2020-01-11 04:51:05,"b'RT @kkayllaa3: D for , Dai\xe2\x80\x99Shara she bring booku problems , but she got that good shit cantname a bitch that could top her\xf0\x9f\x98\x82 @_poohnas'"
2020-01-11 04:49:28,b'RT @Ikram__xxx: Okay so I\xe2\x80\x99m seeing all these relationship goals with white men. Should I go there? Because I WILL'
2020-01-11 04:49:03,b'RT @MuvaLean: Clearly I\xe2\x80\x99m doing great at being a mom. https://t.co/JMGdQlHkP8'
2020-01-11 04:46:52,"b'D for , Dai\xe2\x80\x99Shara she bring booku problems , but she got that good shit cantname a bitch that could top her\xf0\x9f\x98\x82 @_poohnas'"
2020-01-11 04:46:40,b'RT @simplynessa15: I don\xe2\x80\x99t trust bitches who don\xe2\x80\x99t scrub their legs'
2020-01-11 04:46:35,b'RT @MeashaNeshayy: Vaginal health is so important'
2020-01-11 04:40:33,b'@zupahdupah_ I remember that I had crazy luck only once in the game. Fought a Shara and got 2 of her special mat fr\xe2\x80\xa6 https://t.co/upKGldee5q'
2020-01-11 04:37:19,b'RT @wickedraiden: I really like how shara ishvaldas eyes follow the camera instead of the hunter\n\nhttps://t.co/jt15kPt3hB https://t.co/G6a7\xe2\x80\xa6'
2020-01-11 04:32:10,b'I really like how shara ishvaldas eyes follow the camera instead of the hunter\n\nhttps://t.co/jt15kPt3hB https://t.co/G6a7n3mfOB'
2020-01-11 04:30:00,b'RT @merxpompeo: meredith grey speaking italian is the hottest thing ever https://t.co/HPiHg9Xh7Q'
2020-01-11 04:28:48,"b'@OsenArt .... i have 5 of those, 3 og them got them before shara'"
2020-01-11 03:50:18,b'Make sure I go see about this job Monday'
2020-01-11 03:47:32,b'@kavinArmy_3 @Shara_love19 @MSimath @dayan_shan @TheDhaadiBoy @iamramyapandian @EndemolShineIND @vijaytelevision\xe2\x80\xa6 https://t.co/FJfCFaLsQ1'
2020-01-11 03:43:46,"b'RT @3rdViv: The more I think about it, you &amp; Shara are right. It creeped  me out more than usual, but I didn\xe2\x80\x99t recognize why. Coming from a\xe2\x80\xa6'"
2020-01-11 03:42:41,"b'The more I think about it, you &amp; Shara are right. It creeped  me out more than usual, but I didn\xe2\x80\x99t recognize why. C\xe2\x80\xa6 https://t.co/H0Ka5rSgg1'"
2020-01-11 03:39:34,b'I got some fresh pickles they so good'
2020-01-11 03:28:39,b'RT @alderaanson: i am still so baffled that poe dameron was a spice runner. poe dameron. the son of shara bey. most of his motivations cent\xe2\x80\xa6'
2020-01-11 03:20:28,b'@DatelineNBC Gary Shara killer'
2020-01-11 03:07:01,b'@jogakhichudi @SeemantiniBose Shatabdi Express-s are a curse. Shara Bharotborshe shob Shatabdi ei 6tar ashe pashe chare.'
2020-01-11 03:06:45,b'@Thee_Shara You are welcome.'
2020-01-11 02:57:58,"b""@DurianChop @RainPups Omg yes I'd love shara done she has hypno eyes ty for chance https://t.co/sLCblb4our"""
2020-01-11 02:29:45,b'RT @restonWendell: Pregnant sleep is another coma boy I couldn\xe2\x80\x99t get up for shit \xf0\x9f\x98\x82'
2020-01-11 02:27:43,b'RT @thecelebtv: Want a chance to talk to Playmate Shara??\xf0\x9f\x98\x8d\xf0\x9f\x98\x98 Call or chat with her today only on https://t.co/HsRn9EEDfv!!\xf0\x9f\x94\xa5 https://t.co/Vkg\xe2\x80\xa6'
2020-01-11 02:27:15,b'@itsme_Riya1118 @its_lacy06 @Shara_love19 So sweet you \xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f awwwwww'
2020-01-11 02:25:30,b'@SharasCove Wait a minute... How are you out there mucking around in the marsh without multiplying Shara?'
2020-01-11 02:16:15,b'RT @Sadhana_Gypsy: #Losliya blush on hearing #kavin\xe2\x80\x99s voice\n\n#kaviliya https://t.co/9UIwkuKFzV'
2020-01-11 02:12:43,b'Poe looks so much like Shara'
2020-01-11 02:00:05,b'Shara: \xe2\x80\x9cWe should get a place in Tampa where your friends from Twitter can come over and hangout before wrestling..\xe2\x80\xa6 https://t.co/HtYZnZYdiF'
2020-01-11 01:56:32,b'RT @ainabdrhmn: Sometimes a hug is worth a thousand words. https://t.co/dJnrKluNXy'
2020-01-11 01:47:56,b'RT @iamblackdemigod: @triracial1 This is the only thing we learn from him\xf0\x9f\x91\x87 https://t.co/EXnWXNH7Cn'
2020-01-11 01:43:53,b'Hey I actually like how this sound https://t.co/jJ6pGCMung'
2020-01-11 01:35:19,b'\xf0\x9f\x91\xbc\xf0\x9f\x92\x95 @BearGrylls  \xf0\x9f\x90\xbb\xf0\x9f\x94\xa5 HAPPY 20 YEAR ANNIVERSARY TO YOU AND SHARA!  \xe2\x9d\xa4\xef\xb8\x8f My hubby and I just celebrated our 20th wedding\xe2\x80\xa6 https://t.co/qgigKBnxg3'
2020-01-11 01:28:11,b'On my way! Tagum \xf0\x9f\xa4\x97'
2020-01-11 01:26:11,"b'@sarahabriel @MarcusCVance On more than one occasion, I have clarified \xe2\x80\x9cSarah with an H\xe2\x80\x9d to get Shara .....wtf????'"
2020-01-11 01:22:23,b'RT @ilovepadarias: PERFECT D+ https://t.co/lNP07SzuuZ'
2020-01-11 01:18:02,b'@rungdye Ang cutieeeee \xf0\x9f\x98\x8d thank you shara \xf0\x9f\x92\x96\xf0\x9f\x92\x96'
2020-01-11 01:13:18,b'shara ishvalda brained: making youtube poop'
2020-01-11 01:12:04,"b""@rubusmubu @hyperbolictwts Still shara'an you have to prove whether the person uses it in that context before accusing of shirk."""
2020-01-11 01:09:16,b'RT @kdestrada_: When you close your eyes tell me what are you dreaming... https://t.co/JgvZghzJCm'
2020-01-11 01:06:48,b'RT @MasterB786: Los baby yoda one more Photoshoot post Reached 200k landmark Views...\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#Losliya #LosliyaFans https://t.co/HNYaXlQcic'
2020-01-11 01:05:59,b'RT @MasterB786: Los babyy college function third video...\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x92\x9d\n#Losliya #LosliyaFans https://t.co/9MP2JOkrJc'
2020-01-11 01:05:38,b'RT @Shara_love19: Megam ........ \n\nCutiepie dancing on stage \xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x94\xa5\xf0\x9f\xa6\x8b\n\n#Losliya #LosliyaArmy https://t.co/8D0OA2IVJC'
2020-01-11 01:05:27,"b""... That's not enough. ... I love you, Shara."""
2020-01-11 00:14:05,b'@naomiosaka is running a 11 three-sets matches winning streak #numbers'
2020-01-11 00:04:45,b'RT @hanneyyluc: short cover \xf0\x9f\xa4\x97 - Night Changes // One Direction https://t.co/lrsn5s6oSC'
2020-01-10 23:59:35,b'RT @gersxz_: i wanna cry until i feel good'
2020-01-10 23:59:03,b'RT @miguel_enrile23: \xe2\x80\x9c Miss Flawless \xe2\x80\x9c \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 \nDance Cover by @rockstarsmannex https://t.co/JPZgNsa91p'
2020-01-10 23:56:44,"b'RT @G0NKDROID: think about the shara bey nod we could\xe2\x80\x99ve had.... the resistance is too low on ships, poe\xe2\x80\x99s offered to take up one of the ol\xe2\x80\xa6'"
2020-01-10 23:56:26,b'RT @alderaanson: i am still so baffled that poe dameron was a spice runner. poe dameron. the son of shara bey. most of his motivations cent\xe2\x80\xa6'
2020-01-10 23:52:08,"b'RT @itsmechito_: ""hindi ka nag kulang, sumobra ka""\n\nyou gave them the love that they don\'t deserve kaya they badly hurt you in a way that y\xe2\x80\xa6'"
2020-01-10 23:48:52,b'Want a chance to talk to Playmate Shara??\xf0\x9f\x98\x8d\xf0\x9f\x98\x98 Call or chat with her today only on https://t.co/HsRn9EEDfv!!\xf0\x9f\x94\xa5 https://t.co/Vkg26cuHw4'
2020-01-10 23:46:33,b'RT @merxpompeo: season 1                         season 17 https://t.co/yw5MNEIZIG'
2020-01-10 23:35:51,"b'RT @aquariuspidey: just cancel the whole goddamn show, grey\xe2\x80\x99s anatomy can\xe2\x80\x99t go on without alex karev https://t.co/AHX2xx0R9g'"
2020-01-10 23:35:04,"b'@Based_Chef Ha, the armor is just Shara Beta with the Guild Cross layered circlet and Thermae layered belt...and the samurai layered arms'"
2020-01-10 23:31:51,"b'RT @smilekarev: he has my whole heart, i can\xe2\x80\x99t believe we\xe2\x80\x99re saying bye to alex karev \xf0\x9f\x98\xa9 https://t.co/glA4zRCSKe'"
2020-01-10 23:29:03,b'@sssss_shara @DEADINSlDEE not u please\xf0\x9f\x98\x81'
2020-01-10 23:28:22,b'@_hamashwan_ @DEADINSlDEE This is fake \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2020-01-10 23:13:15,b'RT @btsvotingteam: Voting for #BTSARMY (@BTS_twt) as #BestFanArmy at #iHeartAwards! https://t.co/oQ6wuXYgrd'
2020-01-10 23:13:10,b'RT @btsvotingteam: Voting for #BoyWithLuv by @BTS_twt feat Halsey as #BestMusicVideo at #iHeartAwards! https://t.co/12NTGTeqrw'
2020-01-10 22:48:15,"b'\xe2\x80\x9cGod always had a plan for me. And I had the chance to be in the Center for the Arts  organization, which helped me\xe2\x80\xa6 https://t.co/gKBhP88OD1'"
2020-01-10 22:16:31,b'RT @Bin4hunnid: That was cute https://t.co/iwmoxiiwPC'
2020-01-10 22:15:34,"b""My latest video for the 100 baby challenge went live today ^_^ It's a little shorter than normal, so maybe you can\xe2\x80\xa6 https://t.co/r7I8ZAAuMZ"""
2020-01-10 22:11:42,"b'I can hear you, but I won\xe2\x80\x99t'"
2020-01-10 21:34:45,b'@tyson_teaches What an INCREDIBLE share on this very brave moment! \n\nYOU ROCK \xf0\x9f\xa4\xa9Na\xe2\x80\x99Shara! \xf0\x9f\x92\x9a'
2020-01-10 21:25:10,b'@LNetshisaulu Thank you \xe2\x9d\xa3\xef\xb8\x8f'
2020-01-10 21:20:51,b'RT @RohanM50290080: Amazing performance @deepikapadukone #Chhapaak is a must watch for all with a taste for good cinema...\nThe best revenge\xe2\x80\xa6'
